"Date","Price","Open","High","Low","Vol.","Change %"
"26/09/2024","168.10","167.65","168.36","166.48","7.10M","1.09%"
"25/09/2024","166.28","167.69","168.75","165.66","7.14M","0.29%"
"24/09/2024","165.80","165.74","166.10","163.92","6.16M","-0.09%"
"23/09/2024","165.95","167.23","167.33","164.26","7.92M","-1.22%"
"20/09/2024","168.00","167.13","168.83","166.60","12.19M","0.24%"
"19/09/2024","167.59","167.25","168.16","164.51","10.08M","1.86%"
"18/09/2024","164.53","167.62","167.62","163.73","12.27M","-1.76%"
"17/09/2024","167.47","170.28","170.64","166.77","12.58M","-1.68%"
"16/09/2024","170.33","164.99","173.99","164.51","27.38M","5.12%"
"13/09/2024","162.03","173.70","173.93","161.00","25.73M","0.40%"
"12/09/2024","161.38","159.04","162.34","157.90","16.35M","2.67%"
"11/09/2024","157.18","156.78","159.44","154.84","12.63M","0.83%"
"10/09/2024","155.89","154.23","160.52","153.12","37.37M","11.44%"
"09/09/2024","139.89","142.49","143.30","139.51","20.23M","-1.35%"
"06/09/2024","141.81","143.79","143.94","139.40","11.15M","-0.56%"
"05/09/2024","142.61","141.40","143.28","140.30","8.73M","1.32%"
"04/09/2024","140.75","138.44","141.10","137.95","6.24M","0.90%"
"03/09/2024","139.50","140.45","142.20","138.83","6.83M","-1.27%"
"30/08/2024","141.29","140.33","141.72","140.10","7.98M","1.34%"
"29/08/2024","139.42","139.14","141.16","138.85","4.59M","1.12%"
"28/08/2024","137.88","138.83","138.95","136.91","3.02M","-0.43%"
"27/08/2024","138.48","137.85","139.50","137.74","3.87M","-0.30%"
"26/08/2024","138.90","139.39","139.40","138.19","2.73M","-0.21%"
"23/08/2024","139.19","138.73","139.79","137.26","4.54M","0.80%"
"22/08/2024","138.08","140.70","141.08","137.65","5.16M","-1.51%"
"21/08/2024","140.20","138.80","140.30","138.55","3.78M","0.74%"
"20/08/2024","139.17","137.82","139.79","137.82","3.74M","0.91%"
"19/08/2024","137.92","137.53","137.95","136.46","3.64M","0.33%"
"16/08/2024","137.47","136.79","137.82","136.39","4.89M","0.39%"
"15/08/2024","136.93","136.93","137.25","135.72","4.70M","0.98%"
"14/08/2024","135.60","134.04","135.97","134.01","4.04M","1.00%"
"13/08/2024","134.26","132.97","134.54","132.81","4.32M","1.27%"
"12/08/2024","132.58","132.25","132.71","131.21","5.60M","0.39%"
"09/08/2024","132.06","128.40","132.37","128.34","5.60M","2.40%"
"08/08/2024","128.96","128.00","129.82","127.65","6.24M","2.43%"
"07/08/2024","125.90","128.92","130.30","125.75","8.62M","-1.80%"
"06/08/2024","128.21","130.54","131.04","128.08","8.37M","0.27%"
"05/08/2024","127.86","127.89","129.97","126.66","10.35M","-4.07%"
"02/08/2024","133.28","132.77","134.30","131.80","8.25M","-3.08%"
"01/08/2024","137.51","139.29","140.39","135.77","5.91M","-1.39%"
"31/07/2024","139.45","139.69","141.55","138.66","7.19M","2.79%"
"30/07/2024","135.67","139.07","139.57","134.96","6.51M","-1.91%"
"29/07/2024","138.31","139.27","139.78","137.82","4.05M","-0.50%"
"26/07/2024","139.01","138.87","139.96","138.38","5.14M","0.86%"
"25/07/2024","137.82","140.15","141.07","137.70","7.65M","-0.68%"
"24/07/2024","138.77","141.70","142.66","138.40","8.02M","-3.03%"
"23/07/2024","143.11","141.30","143.22","141.21","6.70M","2.10%"
"22/07/2024","140.17","139.74","140.68","139.12","5.39M","1.16%"
"19/07/2024","138.56","138.35","140.44","138.08","6.11M","0.38%"
"18/07/2024","138.03","139.36","140.06","137.20","6.00M","-0.88%"
"17/07/2024","139.26","140.48","141.79","138.68","9.16M","-2.35%"
"16/07/2024","142.61","143.07","143.50","142.05","7.18M","-0.32%"
"15/07/2024","143.07","145.73","146.59","141.92","8.69M","-1.17%"
"12/07/2024","144.77","142.71","145.13","141.26","7.36M","1.41%"
"11/07/2024","142.76","142.36","143.48","141.68","5.25M","0.49%"
"10/07/2024","142.07","141.12","142.38","139.74","6.35M","0.99%"
"09/07/2024","140.68","145.13","145.70","138.00","14.34M","-3.00%"
"08/07/2024","145.03","144.76","145.23","143.43","8.62M","0.14%"
"05/07/2024","144.83","144.95","145.79","144.02","5.37M","0.31%"
"03/07/2024","144.38","143.75","144.65","143.50","3.56M","0.77%"
"02/07/2024","143.28","142.63","144.22","142.55","5.92M","0.13%"
"01/07/2024","143.09","141.69","144.05","141.07","6.55M","1.34%"
"28/06/2024","141.20","139.43","142.82","139.27","25.81M","0.73%"
"27/06/2024","140.18","139.25","141.42","138.81","7.52M","1.41%"
"26/06/2024","138.23","139.49","140.74","138.08","8.04M","-0.68%"
"25/06/2024","139.17","139.00","139.55","137.56","8.47M","-0.51%"
"24/06/2024","139.89","140.00","141.53","139.12","7.79M","-1.14%"
"21/06/2024","141.50","143.72","143.72","140.44","14.93M","-0.99%"
"20/06/2024","142.91","145.32","145.32","141.95","8.94M","-1.20%"
"18/06/2024","144.64","141.22","145.06","141.22","11.63M","2.36%"
"17/06/2024","141.31","138.80","141.44","138.25","11.23M","2.30%"
"14/06/2024","138.13","139.26","139.97","137.38","11.33M","-1.23%"
"13/06/2024","139.85","140.43","142.40","138.77","13.73M","-0.38%"
"12/06/2024","140.38","134.69","140.96","133.96","40.87M","13.32%"
"11/06/2024","123.88","124.05","124.83","122.29","18.37M","-0.50%"
"10/06/2024","124.50","125.73","126.95","124.05","10.19M","-1.13%"
"07/06/2024","125.92","124.21","126.22","123.27","11.54M","1.96%"
"06/06/2024","123.50","122.88","124.27","122.25","7.35M","0.71%"
"05/06/2024","122.63","121.65","122.79","120.51","5.97M","2.13%"
"04/06/2024","120.07","119.02","120.37","118.72","7.37M","0.66%"
"03/06/2024","119.28","117.53","119.33","117.34","7.26M","1.78%"
"31/05/2024","117.19","116.59","117.42","114.55","12.76M","0.09%"
"30/05/2024","117.09","120.17","121.44","117.03","10.85M","-5.37%"
"29/05/2024","123.74","122.99","123.92","122.77","4.74M","-0.60%"
"28/05/2024","124.49","123.24","124.82","123.01","6.91M","1.29%"
"24/05/2024","122.91","123.42","123.51","121.42","7.17M","-0.95%"
"23/05/2024","124.09","126.55","126.70","123.16","6.11M","-0.41%"
"22/05/2024","124.60","124.63","125.16","123.29","5.71M","-0.02%"
"21/05/2024","124.63","124.46","125.36","123.92","5.55M","0.09%"
"20/05/2024","124.52","123.80","124.68","123.24","5.99M","0.83%"
"17/05/2024","123.50","123.18","123.58","122.08","6.18M","1.10%"
"16/05/2024","122.16","121.94","122.45","121.21","5.16M","0.44%"
"15/05/2024","121.63","120.17","122.09","119.67","6.60M","0.63%"
"14/05/2024","120.87","116.50","122.55","116.13","17.81M","3.87%"
"13/05/2024","116.37","117.13","117.19","116.19","4.14M","-0.26%"
"10/05/2024","116.67","117.15","117.63","115.91","4.12M","0.03%"
"09/05/2024","116.64","117.39","117.73","116.50","3.24M","-0.64%"
"08/05/2024","117.39","117.71","117.98","117.11","4.64M","-0.46%"
"07/05/2024","117.93","118.00","119.13","117.29","6.44M","-0.35%"
"06/05/2024","118.34","116.33","118.36","116.18","6.05M","2.19%"
"03/05/2024","115.80","115.98","116.21","115.07","4.48M","0.73%"
"02/05/2024","114.96","115.23","115.81","114.26","5.00M","0.29%"
"01/05/2024","114.63","113.91","116.76","113.65","5.58M","0.77%"
"30/04/2024","113.75","115.09","115.52","113.69","6.23M","-2.35%"
"29/04/2024","116.49","116.99","117.31","115.29","5.19M","-0.61%"
"26/04/2024","117.21","117.04","119.21","116.15","8.36M","2.02%"
"25/04/2024","114.89","113.63","114.99","112.78","6.80M","-0.39%"
"24/04/2024","115.34","115.38","115.73","113.88","5.79M","0.22%"
"23/04/2024","115.09","115.17","115.86","114.75","5.49M","0.49%"
"22/04/2024","114.53","116.03","116.33","114.34","7.13M","-0.30%"
"19/04/2024","114.88","116.12","116.77","114.46","8.25M","-0.97%"
"18/04/2024","116.00","118.76","118.76","115.70","6.66M","-2.25%"
"17/04/2024","118.67","120.98","121.04","118.61","5.37M","-1.62%"
